cds_code,county,district,school,school_type,sector_type,charter,status,details_url,email,administrator,cds code,educational program type,fax number,high grade,last updated,located within the boundaries of this public school district,low grade,mailing address,open date,phone number,public school,school address,school type,statistical info,virtual instruction,web address
19648816963730,Los Angeles,Pasadena Unified,St Elizabeth Parish School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816963730,info@saint-elizabeth.org,Dr. Phyllis Cremer Principal pcremer@saint-elizabeth.org Mrs. Mary Acosta (Custodian of Records) macosta@saint-elizabeth.org,19 64881 6963730,Information Not Available,(626) 797-6541,8,"November 26, 2024",Pasadena Unified,K,"1840 Lake Ave. Altadena, CA 91001-3058","July 1, 1980",(626) 797-7727,No,"1840 Lake Ave. Altadena, CA 91001-3058 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.saint-elizabeth.com Link opens new browser tab
19648816964514,Los Angeles,Pasadena Unified,St. Philip the Apostle,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816964514,jramirez@stphiliptheapostle.org,Mrs. Jennifer Ramirez Principal jramirez@stphiliptheapostle.org Ms. Karen Conley (Custodian of Records) KcConley@stphiliptheapostle.org,19 64881 6964514,Information Not Available,Information Not Available,8,"November 26, 2024",Pasadena Unified,K,"1363 Cordova St. Pasadena, CA 91106-2622","July 1, 1980",(626) 795-9691,No,"1363 Cordova St. Pasadena, CA 91106-2622 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,http://school.stphiliptheapostle.org Link opens new browser tab
19648816964589,Los Angeles,Pasadena Unified,St. Rita School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816964589,McMaster@st-ritaschool.org,Mr. Jon McMaster Principal mcmaster@st-ritaschool.org Mrs. Laura Garcia (Custodian of Records) garcia@st-ritaschool.org,19 64881 6964589,Information Not Available,Information Not Available,8,"November 26, 2024",Pasadena Unified,K,"322 North Baldwin Ave. Sierra Madre, CA 91024-1213","July 1, 1980",(626) 355-6114,No,"322 North Baldwin Ave. Sierra Madre, CA 91024-1213 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.st-ritaschool.org Link opens new browser tab
19648816968093,Los Angeles,Pasadena Unified,Pasadena Christian School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816968093,administration@pcs.school,Mrs. Pauline Tcharkhoutian Superintendent administration@pcs.school Carol Gregory (Custodian of Records) cgregory@pcs.school,19 64881 6968093,Information Not Available,(626) 791-1256,8,"September 15, 2025",Pasadena Unified,K,"1515 N. Los Robles Ave Pasadena, CA 91104-2149","July 1, 1980",(626) 791-1214,No,"1515 N. Los Robles Ave Pasadena, CA 91104-2149 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.pasadenachristian.org Link opens new browser tab
19648816977490,Los Angeles,Pasadena Unified,Chandler School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816977490,ebrown@chandlerschool.org,Ms. Natalie Morales Administrator businessoffice@chandlerschool.org Ms. Natalie Morales (Custodian of Records) nmorales@chandlerschool.org,19 64881 6977490,Information Not Available,Information Not Available,8,"September 5, 2025",Pasadena Unified,K,"1005 Armada Dr. Pasadena, CA 91103-2802","July 1, 1980",(626) 795-9314,No,"1005 Armada Dr. Pasadena, CA 91103-2802 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.chandlerschool.org Link opens new browser tab
19648816982219,Los Angeles,Pasadena Unified,Marianne Frostig Center of Educational Therapy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816982219,jenny@frostig.org,Dr. Jenny Tucker Mottes Head of School Jenny@frostig.org Ms. Shawn Millner-Todd (Custodian of Records) shawn@frostig.org,19 64881 6982219,Nonpublic Certified School,Information Not Available,12,"September 3, 2025",Pasadena Unified,1,"971 North Altadena Dr. Pasadena, CA 91107-1870","July 1, 1980",(626) 791-1255,No,"971 North Altadena Dr. Pasadena, CA 91107-1870 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://frostigschool.org Link opens new browser tab
19648816982805,Los Angeles,Pasadena Unified,Saint Mark's School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816982805,jennifert@saint-marks.org,Mrs. Jennifer Tolbert Head of School jennifert@saint-marks.org Ms. Maggie Young (Custodian of Records) maggiey@saint-marks.org,19 64881 6982805,Information Not Available,(626) 798-4180,6,"November 26, 2024",Pasadena Unified,K,"1050 E. Altadena Dr. Altadena, CA 91001-2041","July 1, 1980",(626) 798-8858,No,"1050 E. Altadena Dr. Altadena, CA 91001-2041 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.saint-marks.org Link opens new browser tab
19648816982979,Los Angeles,Pasadena Unified,Sequoyah School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816982979,rhong@sequoyahschool.org,Rebecca Hong Head of School rhong@sequoyahschool.org Dr. Marc Alongi (Custodian of Records) malongi@sequoyahschool.org,19 64881 6982979,Information Not Available,Information Not Available,12,"August 19, 2025",Pasadena Unified,K,"535 South Pasadena Ave. Pasadena, CA 91105-3001","July 1, 1980",(626) 795-4351,No,"535 South Pasadena Ave. Pasadena, CA 91105-3001 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.sequoyahschool.org Link opens new browser tab
19648816983233,Los Angeles,Pasadena Unified,Walden School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816983233,ttoscano@waldenschool.net,Mrs. Terra Toscano Head of School ttoscano@waldenschool.net Frank Rosamond (Custodian of Records) frosamond@waldenschool.net,19 64881 6983233,Information Not Available,Information Not Available,6,"November 26, 2024",Pasadena Unified,K,"74 South San Gabriel Blvd Pasadena, CA 91107-3762","July 1, 1980",(626) 792-6166,No,"74 South San Gabriel Blvd Pasadena, CA 91107-3762 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.waldenschool.net Link opens new browser tab
19648816997548,Los Angeles,Pasadena Unified,"Gooden School, The",Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648816997548,jwoolner@goodenschool.org,Mrs. Jo-Anne Woolner Head of School jwoolner@goodenschool.org Mrs. Jo-Anne Woolner (Custodian of Records) jwoolner@goodenschool.org,19 64881 6997548,Information Not Available,(626) 355-4212,8,"November 26, 2024",Pasadena Unified,K,"192 North Baldwin Ave. Sierra Madre, CA 91024-1932","July 1, 1980",(626) 355-2410,No,"192 North Baldwin Ave. Sierra Madre, CA 91024-1932 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.goodenschool.org Link opens new browser tab
19648817068026,Los Angeles,Pasadena Unified,harriet tubman,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648817068026,williemay1029@gmail.com,Mrs. Willie Johnson Director Williemay1029@gmail.com Mrs. Willie Johnson (Custodian of Records) williemay1029@gmail.com,19 64881 7068026,Information Not Available,Information Not Available,2,"September 30, 2024",Pasadena Unified,K,"36 West Montana St. Pasadena, CA 91103-1725","July 1, 1980",(626) 794-5620,No,"36 West Montana St. Pasadena, CA 91103-1725 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,Information Not Available
19648817072978,Los Angeles,Pasadena Unified,New Horizon School Pasadena,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648817072978,aalsarraf@newhorizonschool.org,Mrs. Amira Al-Sarraf Head of School aalsarraf@newhorizonschool.org Mrs. Lena Saleh (Custodian of Records) lsaleh@newhorizonschool.org,19 64881 7072978,Information Not Available,(626) 395-9519,8,"November 26, 2024",Pasadena Unified,K,"651 North Orange Grove Blvd. Pasadena, CA 91103-3384","July 1, 1980",(626) 795-5186,No,"651 North Orange Grove Blvd. Pasadena, CA 91103-3384 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.newhorizonschool.org Link opens new browser tab
19648817087125,Los Angeles,Pasadena Unified,Shiloh Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19648817087125,shilohacademypsp@gmail.com,Mr. Martin Deveau Administrator shilohacademypsp@gmail.com Mr. Martin Deveau (Custodian of Records) shilohacademypsp@gmail.com,19 64881 7087125,Information Not Available,Information Not Available,12,"October 14, 2024",Pasadena Unified,1,"1751 New York Dr Altadena, CA 91001-3328","July 1, 1980",(626) 797-8723,No,"1751 New York Dr Altadena, CA 91001-3328 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,Information Not Available
19649076926067,Los Angeles,Pomona Unified,Mt Calvary Lutheran,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19649076926067,brenda.cox@mcldb.org,Mrs. Brenda Cox Principal brenda.cox@mcldb.org Mrs. Ann Lovell (Custodian of Records) ann.lovell@mcldb.org,19 64907 6926067,Information Not Available,(909) 861-5481,8,"August 6, 2025",Pomona Unified,K,"23300 Golden Springs Dr. Diamond Bar, CA 91765-2003","July 1, 1980",(909) 861-2740,No,"23300 Golden Springs Dr. Diamond Bar, CA 91765-2003 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.mcldb.org Link opens new browser tab
19649076931760,Los Angeles,Pomona Unified,American Christian Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19649076931760,acapomona@gmail.com,Reverend Thomas Smith Administrator acapomona@gmail.com Mr. Central Baptist Church (Custodian of Records) acapomona@gmail.com,19 64907 6931760,Information Not Available,Information Not Available,12,"November 26, 2024",Pomona Unified,K,"395 San Bernardino Ave. Pomona, CA 91767-3141","July 1, 1980",(909) 623-4339,No,"395 San Bernardino Ave. Pomona, CA 91767-3141 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,http://centralbaptistpomona.com Link opens new browser tab
19649076934277,Los Angeles,Pomona Unified,Grace Christian School,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19649076934277,cfaithbmc@gmail.com,Mrs. Hannah Avalos Administrator/Principal havalos315@gmail.com Mrs. Hannah Avalos (Custodian of Records) havalos315@gmail.com,19 64907 6934277,Information Not Available,Information Not Available,12,"May 21, 2025",Pomona Unified,K,"191 E Hanna St Colton, CA 92324-2742","July 1, 1980",(909) 510-2689,No,"191 E Hanna St Colton, CA 92324-2742 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,Information Not Available
19649076935597,Los Angeles,Pomona Unified,Pomona Catholic High School,High Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19649076935597,RArteaga@la-archdiocese.org,Ms. Rebecca Arteaga Principal RArteaga@la-archdiocese.org Ms. Rebecca Arteaga (Custodian of Records) rarteaga@pomonacatholic.org,19 64907 6935597,Information Not Available,(909) 620-6057,12,"November 26, 2024",Pomona Unified,9,"533 West Holt Ave. Pomona, CA 91768-3606","July 1, 1980",(909) 623-5297,No,"533 West Holt Ave. Pomona, CA 91768-3606 Google Map Link opens new browser tab",High Schools (Private),Link to CDE Private School Data page,,www.pomonacatholic.org Link opens new browser tab
19649076964118,Los Angeles,Pomona Unified,St Joseph Elementary School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19649076964118,officemanager@stjosephschoolpomona.org,Ms. Wendy Lopez Administrator officemanager@stjosephschoolpomona.org Ms. Wendy Lopez (Custodian of Records) officemanager@stjosephschoolpomona.org,19 64907 6964118,Information Not Available,Information Not Available,6,"November 26, 2024",Pomona Unified,K,"1200 W Holt Ave Pomona, CA 91768-3458","July 1, 1980",(909) 622-3365,No,"1200 W Holt Ave Pomona, CA 91768-3458 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.stjosephschoolpomona.org/ Link opens new browser tab
19643947087141,Los Angeles,Claremont Unified,City of Knowledge,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19643947087141,principal@cityofknowledge.com,Dr. Haleema Shaikley Principal principal@cityofknowledge.com Mrs. Firly Saptiana (Custodian of Records) operations@cityofknowledge.com,19 64394 7087141,Information Not Available,(909) 392-0295,12,"November 26, 2024",Claremont Unified,K,"3285 North Garey Ave. Pomona, CA 91767-1307","July 1, 1980",(909) 392-0251,No,"3285 North Garey Ave. Pomona, CA 91767-1307 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.cityofknowledge.com Link opens new browser tab
36750697094436,San Bernardino,Upland Unified,Stone Ridge Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=36750697094436,stoneridge.nps@gmail.com,Mrs. Lois Smith Executive Director l.smith.sranps@gmail.com Mrs. Lois Smith (Custodian of Records) l.smith.sranps@gmail.ccom,36 75069 7094436,Nonpublic Certified School,(909) 581-9976,12,"January 28, 2025",Upland Unified,1,"20 West 7th St. Upland, CA 91786-7148","July 1, 1980",(909) 581-8868,No,"20 West 7th St. Upland, CA 91786-7148 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.stoneridgeacademyk12.com Link opens new browser tab
19649646935860,Los Angeles,San Marino Unified,Southwestern Academy,K-12 Schools (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19649646935860,rjarchow@southwesternacademy.edu,Ms. Robin Jarchow Head of School rjarchow@southwesternacademy.edu Mr. Brian Shriwise (Custodian of Records) registrar@southwesternacademy.edu,19 64964 6935860,Information Not Available,(626) 799-0407,12,"September 3, 2025",San Marino Unified,6,"2800 Monterey Rd. San Marino, CA 91108-1780","July 1, 1980",(626) 799-5010,No,"2800 Monterey Rd. San Marino, CA 91108-1780 Google Map Link opens new browser tab",K-12 Schools (Private),Link to CDE Private School Data page,,www.southwesternacademy.edu Link opens new browser tab
19649646963771,Los Angeles,San Marino Unified,Saints Felicitas and Perpetua School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19649646963771,SSFPprincipal@ssfpschool.org,Mrs. Noreen Maricich Principal SSFPprincipal@ssfpschool.org Mrs. Noreen Maricich (Custodian of Records) SSFPprincipal@ssfpschool.org,19 64964 6963771,Information Not Available,(626) 683-8129,8,"November 26, 2024",San Marino Unified,K,"2955 Huntington Dr. San Marino, CA 91108-2222","July 1, 1980",(626) 796-8223,No,"2955 Huntington Dr. San Marino, CA 91108-2222 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.ssfp.org Link opens new browser tab
19649646967889,Los Angeles,San Marino Unified,Clairbourn School,Elementary School (Private),Private,No,Active,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19649646967889,info@clairbourn.org,Dr. Amy Patzlaff Head of School apatzlaff@clairbourn.org Mrs. Carolyn Morales (Custodian of Records) cmorales@clairbourn.org,19 64964 6967889,Information Not Available,(626) 286-1528,8,"November 26, 2024",San Marino Unified,K,"8400 Huntington Dr. San Gabriel, CA 91775-1154","July 1, 1980",(626) 286-3108,No,"8400 Huntington Dr. San Gabriel, CA 91775-1154 Google Map Link opens new browser tab",Elementary School (Private),Link to CDE Private School Data page,,www.clairbourn.org Link opens new browser tab
